score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label
4,"Tempatnya nyaman, ada pertunjukan hewan lumba-lumba, burung dan hewan piaraan lainnya..
tapi saat ini masih proses berkembang. Semoga menjadi destinasi wisata nasional favorit kedepannya..",tempatnya nyaman ada pertunjukan hewan lumbalumba burung dan hewan piaraan lainnyatapi saat ini masih proses berkembang semoga menjadi destinasi wisata nasional favorit kedepannya,tempatnya nyaman pertunjukan hewan lumbalumba burung hewan piaraan lainnyatapi proses berkembang semoga destinasi wisata nasional favorit kedepannya,"['tempatnya', 'nyaman', 'pertunjukan', 'hewan', 'lumbalumba', 'burung', 'hewan', 'piaraan', 'lainnyatapi', 'proses', 'berkembang', 'semoga', 'destinasi', 'wisata', 'nasional', 'favorit', 'kedepannya']",tempat nyaman tunjuk hewan lumbalumba burung hewan piara lainnyatapi proses kembang moga destinasi wisata nasional favorit depan,positif
5,"Tempatnya bagus, banyak atraksi menarik untuk anak2, dholpin, burung pemangsa kereen",tempatnya bagus banyak atraksi menarik untuk anak2 dholpin burung pemangsa kereen,tempatnya bagus atraksi menarik anak2 dholpin burung pemangsa kereen,"['tempatnya', 'bagus', 'atraksi', 'menarik', 'anak2', 'dholpin', 'burung', 'pemangsa', 'kereen']",tempat bagus atraksi tarik anak2 dholpin burung mangsa kereen,positif
5,mantappp murah bangettzz....,mantappp murah bangettzz,mantappp murah bangettzz,"['mantappp', 'murah', 'bangettzz']",mantappp murah bangettzz,positif
5,sangat bagus,sangat bagus,bagus,['bagus'],bagus,positif
5,"Kesana pas masa pandemi, sekitar 2th lalu.
Pengunjung cuman saya, suami dan anak.
Per orang tiket 40k, total 120rb. Parkir mobil 5rb. …",kesana pas masa pandemi sekitar 2th lalupengunjung cuman saya suami dan anakper orang tiket 40k total 120rb parkir mobil 5rb ,kesana pas pandemi 2th lalupengunjung cuman suami anakper orang tiket 40k total 120rb parkir mobil 5rb,"['kesana', 'pas', 'pandemi', '2th', 'lalupengunjung', 'cuman', 'suami', 'anakper', 'orang', 'tiket', '40k', 'total', '120rb', 'parkir', 'mobil', '5rb']",kesana pas pandemi 2th lalupengunjung cuman suami anakper orang tiket 40k total 120rb parkir mobil 5rb,positif
4,"Sy datang dalam rombongan wisata anak TK. Kesan pertama sy sangat apresiasi sekali ada tempat rekreasi sebagus ini. Pantai bagus dan terawat pastinya. Apalagi dengan mini kebun binatangnya. Koleksi satwa sudah cukup banyak, mungkin perlu …",sy datang dalam rombongan wisata anak tk kesan pertama sy sangat apresiasi sekali ada tempat rekreasi sebagus ini pantai bagus dan terawat pastinya apalagi dengan mini kebun binatangnya koleksi satwa sudah cukup banyak mungkin perlu ,sy rombongan wisata anak tk kesan sy apresiasi rekreasi sebagus pantai bagus terawat pastinya mini kebun binatangnya koleksi satwa,"['sy', 'rombongan', 'wisata', 'anak', 'tk', 'kesan', 'sy', 'apresiasi', 'rekreasi', 'sebagus', 'pantai', 'bagus', 'terawat', 'pastinya', 'mini', 'kebun', 'binatangnya', 'koleksi', 'satwa']",sy rombong wisata anak tk kesan sy apresiasi rekreasi bagus pantai bagus awat pasti mini kebun binatang koleksi satwa,positif
5,"Tempat yg menyenangkan utk anak2 bermain air,pasir, melihat binatang, naik gajah atau unta,melihat berbagai show lumba2, burung, aneka satwa .. atau hny duduk2 saja melihat pantai",tempat yg menyenangkan utk anak2 bermain airpasir melihat binatang naik gajah atau untamelihat berbagai show lumba2 burung aneka satwa  atau hny duduk2 saja melihat pantai,yg menyenangkan utk anak2 bermain airpasir binatang gajah untamelihat show lumba2 burung aneka satwa hny duduk2 pantai,"['yg', 'menyenangkan', 'utk', 'anak2', 'bermain', 'airpasir', 'binatang', 'gajah', 'untamelihat', 'show', 'lumba2', 'burung', 'aneka', 'satwa', 'hny', 'duduk2', 'pantai']",yg senang utk anak2 main airpasir binatang gajah untamelihat show lumba2 burung aneka satwa hny duduk2 pantai,positif
5,Pilihan rekreasi terbaik untuk keluarga,pilihan rekreasi terbaik untuk keluarga,pilihan rekreasi terbaik keluarga,"['pilihan', 'rekreasi', 'terbaik', 'keluarga']",pilih rekreasi baik keluarga,positif
4,Semoga koleksi binatang nya bertambah....,semoga koleksi binatang nya bertambah,semoga koleksi binatang nya bertambah,"['semoga', 'koleksi', 'binatang', 'nya', 'bertambah']",moga koleksi binatang nya tambah,positif
4,Lumayan ...wlw tmpt seadanya ...dan banyak fasilitas yg sedang dlm perbaikan,lumayan wlw tmpt seadanya dan banyak fasilitas yg sedang dlm perbaikan,lumayan wlw tmpt seadanya fasilitas yg dlm perbaikan,"['lumayan', 'wlw', 'tmpt', 'seadanya', 'fasilitas', 'yg', 'dlm', 'perbaikan']",lumayan wlw tmpt ada fasilitas yg dlm baik,positif
4,Sayang airnya coklat,sayang airnya coklat,sayang airnya coklat,"['sayang', 'airnya', 'coklat']",sayang air coklat,positif
5,cocok sekali,cocok sekali,cocok,['cocok'],cocok,positif
5,"Mantap dah cuman durasi pentas nya dikit"" Kurang lama
Tiket bonus dapat dtukar minum",mantap dah cuman durasi pentas nya dikit kurang lamatiket bonus dapat dtukar minum,mantap dah cuman durasi pentas nya dikit lamatiket bonus dtukar minum,"['mantap', 'dah', 'cuman', 'durasi', 'pentas', 'nya', 'dikit', 'lamatiket', 'bonus', 'dtukar', 'minum']",mantap dah cuman durasi pentas nya dikit lamatiket bonus dtukar minum,positif
5,Disukai,disukai,disukai,['disukai'],suka,positif
5,TPU,tpu,tpu,['tpu'],tpu,positif
5,Tempat safari cukup buat ilmu pengetahuan anak2 saat mengisi waktu liburan. Pantai jg bagus. Show2 jg bagus waktu di tampilkan. Hanya saja penamaan hewan n pemeliharaan hewan msh perlu di perbaiki. Rekomen deh 👍 …,tempat safari cukup buat ilmu pengetahuan anak2 saat mengisi waktu liburan pantai jg bagus show2 jg bagus waktu di tampilkan hanya saja penamaan hewan n pemeliharaan hewan msh perlu di perbaiki rekomen deh  ,safari ilmu pengetahuan anak2 mengisi liburan pantai jg bagus show2 jg bagus tampilkan penamaan hewan n pemeliharaan hewan msh perbaiki rekomen deh,"['safari', 'ilmu', 'pengetahuan', 'anak2', 'mengisi', 'liburan', 'pantai', 'jg', 'bagus', 'show2', 'jg', 'bagus', 'tampilkan', 'penamaan', 'hewan', 'n', 'pemeliharaan', 'hewan', 'msh', 'perbaiki', 'rekomen', 'deh']",safari ilmu tahu anak2 isi libur pantai jg bagus show2 jg bagus tampil nama hewan n pelihara hewan msh baik rekomen deh,positif
5,"Tempat bagus dan bersih.. Semoga ada tambahan penginapan n area camping,",tempat bagus dan bersih semoga ada tambahan penginapan n area camping,bagus bersih semoga tambahan penginapan n area camping,"['bagus', 'bersih', 'semoga', 'tambahan', 'penginapan', 'n', 'area', 'camping']",bagus bersih moga tambah inap n area camping,positif
5,lumayan,lumayan,lumayan,['lumayan'],lumayan,positif
5,Recomended..👍👍👍👍 …,recomended ,recomended,['recomended'],recomended,positif
2,"Binatangnya tidak banyak, area kecil, kalau keluar parkir harus offroad melewati   jalan tanah penuh semak dan rumput. Tiket mahal, dapat voucher makanan 10 ribu tapi sia2 krn makanannya habis semua. Not recommended.",binatangnya tidak banyak area kecil kalau keluar parkir harus offroad melewati   jalan tanah penuh semak dan rumput tiket mahal dapat voucher makanan 10 ribu tapi sia2 krn makanannya habis semua not recommended,binatangnya area parkir offroad melewati jalan tanah penuh semak rumput tiket mahal voucher makanan 10 ribu sia2 krn makanannya habis not recommended,"['binatangnya', 'area', 'parkir', 'offroad', 'melewati', 'jalan', 'tanah', 'penuh', 'semak', 'rumput', 'tiket', 'mahal', 'voucher', 'makanan', '10', 'ribu', 'sia2', 'krn', 'makanannya', 'habis', 'not', 'recommended']",binatang area parkir offroad lewat jalan tanah penuh semak rumput tiket mahal voucher makan 10 ribu sia2 krn makan habis not recommended,negatif
5,"Lumayanlah..
Walau masih renovasi",lumayanlahwalau masih renovasi,lumayanlahwalau renovasi,"['lumayanlahwalau', 'renovasi']",lumayanlahwalau renovasi,positif
5,Bagus sekali anak anak sangat senang,bagus sekali anak anak sangat senang,bagus anak anak senang,"['bagus', 'anak', 'anak', 'senang']",bagus anak anak senang,positif
5,"Tempat nya bagus, buat anak2 bermain dan menambah pengetahuan 👍😍👍 …",tempat nya bagus buat anak2 bermain dan menambah pengetahuan  ,nya bagus anak2 bermain menambah pengetahuan,"['nya', 'bagus', 'anak2', 'bermain', 'menambah', 'pengetahuan']",nya bagus anak2 main tambah tahu,positif
5,sial,sial,sial,['sial'],sial,positif
5,"Tempat nya nyaman, bersih, terawat.. mungkin di area taman safarinya perlu dibereskan genangan2 airnya.. so far rekomen sekali buat healing jarak dekat..",tempat nya nyaman bersih terawat mungkin di area taman safarinya perlu dibereskan genangan2 airnya so far rekomen sekali buat healing jarak dekat,nya nyaman bersih terawat area taman safarinya dibereskan genangan2 airnya so far rekomen healing jarak,"['nya', 'nyaman', 'bersih', 'terawat', 'area', 'taman', 'safarinya', 'dibereskan', 'genangan2', 'airnya', 'so', 'far', 'rekomen', 'healing', 'jarak']",nya nyaman bersih awat area taman safari beres genangan2 air so far rekomen healing jarak,positif
4,"Tempat lumayan bagus,anak2 bisa mengenal jenis binatang",tempat lumayan bagusanak2 bisa mengenal jenis binatang,lumayan bagusanak2 mengenal jenis binatang,"['lumayan', 'bagusanak2', 'mengenal', 'jenis', 'binatang']",lumayan bagusanak2 kenal jenis binatang,positif
5,"Parkiran bagus, tp sayang akses ke tempat pertujukan Mash tanah, jd klu lg Hujan Beceknya parah, di tambah klu lg banyak pengunjung, untuk ke toilet harus super ngantri. …",parkiran bagus tp sayang akses ke tempat pertujukan mash tanah jd klu lg hujan beceknya parah di tambah klu lg banyak pengunjung untuk ke toilet harus super ngantri ,parkiran bagus tp sayang akses pertujukan mash tanah jd klu lg hujan beceknya parah klu lg pengunjung toilet super ngantri,"['parkiran', 'bagus', 'tp', 'sayang', 'akses', 'pertujukan', 'mash', 'tanah', 'jd', 'klu', 'lg', 'hujan', 'beceknya', 'parah', 'klu', 'lg', 'pengunjung', 'toilet', 'super', 'ngantri']",parkir bagus tp sayang akses tuju mash tanah jd klu lg hujan becek parah klu lg unjung toilet super ngantri,positif
1,"Jalan ke kebun binatang tanpa paving sama sekali kl hujan becek parah, parkiran lumayan banyak, koleksi hewan di kebun binatang sedikit banget dan krg terawat, utk pantai lebarnya kecil dan air lautnya coklat tempat bilas 3 biji bntuk …",jalan ke kebun binatang tanpa paving sama sekali kl hujan becek parah parkiran lumayan banyak koleksi hewan di kebun binatang sedikit banget dan krg terawat utk pantai lebarnya kecil dan air lautnya coklat tempat bilas 3 biji bntuk ,jalan kebun binatang paving kl hujan becek parah parkiran lumayan koleksi hewan kebun binatang banget krg terawat utk pantai lebarnya air lautnya coklat bilas 3 biji bntuk,"['jalan', 'kebun', 'binatang', 'paving', 'kl', 'hujan', 'becek', 'parah', 'parkiran', 'lumayan', 'koleksi', 'hewan', 'kebun', 'binatang', 'banget', 'krg', 'terawat', 'utk', 'pantai', 'lebarnya', 'air', 'lautnya', 'coklat', 'bilas', '3', 'biji', 'bntuk']",jalan kebun binatang paving kl hujan becek parah parkir lumayan koleksi hewan kebun binatang banget krg awat utk pantai lebar air laut coklat bilas 3 biji bntuk,negatif
5,Lengkap,lengkap,lengkap,['lengkap'],lengkap,positif
2,"Klu blm siap wahananya beserta isinya/hewan , mohon jangan di buka dulu. Tlg jgn tergesa-gesa utk mencari keuntungan semata. Tlg utk dipertimbangkan kembali klu mau buka obyek wisata.",klu blm siap wahananya beserta isinyahewan  mohon jangan di buka dulu tlg jgn tergesagesa utk mencari keuntungan semata tlg utk dipertimbangkan kembali klu mau buka obyek wisata,klu blm wahananya beserta isinyahewan mohon buka tlg jgn tergesagesa utk mencari keuntungan tlg utk dipertimbangkan klu buka obyek wisata,"['klu', 'blm', 'wahananya', 'beserta', 'isinyahewan', 'mohon', 'buka', 'tlg', 'jgn', 'tergesagesa', 'utk', 'mencari', 'keuntungan', 'tlg', 'utk', 'dipertimbangkan', 'klu', 'buka', 'obyek', 'wisata']",klu blm wahana serta isinyahewan mohon buka tlg jgn tergesagesa utk cari untung tlg utk timbang klu buka obyek wisata,negatif
1,"Kenapa ada larangan tidak boleh membawa makanan dr luar,sedang didalam aja yg jualan bisa dihitung dengan jari tangan yg beli sampai antri2,harus nunggu lama.tolong agar lebih diperbaiki.",kenapa ada larangan tidak boleh membawa makanan dr luarsedang didalam aja yg jualan bisa dihitung dengan jari tangan yg beli sampai antri2harus nunggu lamatolong agar lebih diperbaiki,larangan membawa makanan dr luarsedang didalam aja yg jualan dihitung jari tangan yg beli antri2harus nunggu lamatolong diperbaiki,"['larangan', 'membawa', 'makanan', 'dr', 'luarsedang', 'didalam', 'aja', 'yg', 'jualan', 'dihitung', 'jari', 'tangan', 'yg', 'beli', 'antri2harus', 'nunggu', 'lamatolong', 'diperbaiki']",larang bawa makan dr luarsedang dalam aja yg jual hitung jari tangan yg beli antri2harus nunggu lamatolong baik,negatif
5,Area pantai nya oke juga. Tersedia tenant makanan dengan harga terjangkau. Toilet dan musholla juga bersih.,area pantai nya oke juga tersedia tenant makanan dengan harga terjangkau toilet dan musholla juga bersih,area pantai nya oke tersedia tenant makanan harga terjangkau toilet musholla bersih,"['area', 'pantai', 'nya', 'oke', 'tersedia', 'tenant', 'makanan', 'harga', 'terjangkau', 'toilet', 'musholla', 'bersih']",area pantai nya oke sedia tenant makan harga jangkau toilet musholla bersih,positif
5,"Pantai yang indah dan fasilitasnya sangat lengkap, disini kebersihan sangat diperhatikan oleh pengelelolanya.
Banyak satwa juga disini yang dapat dijadikan sarana pembelajaran bagi anak anak.",pantai yang indah dan fasilitasnya sangat lengkap disini kebersihan sangat diperhatikan oleh pengelelolanyabanyak satwa juga disini yang dapat dijadikan sarana pembelajaran bagi anak anak,pantai indah fasilitasnya lengkap kebersihan diperhatikan pengelelolanyabanyak satwa dijadikan sarana pembelajaran anak anak,"['pantai', 'indah', 'fasilitasnya', 'lengkap', 'kebersihan', 'diperhatikan', 'pengelelolanyabanyak', 'satwa', 'dijadikan', 'sarana', 'pembelajaran', 'anak', 'anak']",pantai indah fasilitas lengkap bersih perhati pengelelolanyabanyak satwa jadi sarana ajar anak anak,positif
5,Taman safari nya Jateng...jossss,taman safari nya jatengjossss,taman safari nya jatengjossss,"['taman', 'safari', 'nya', 'jatengjossss']",taman safari nya jatengjossss,positif
5,Mantap,mantap,mantap,['mantap'],mantap,positif
4,Tempat yang recommended untuk wisata keluarga dengan hiburan ikan lumba² dan satwa lainnya.,tempat yang recommended untuk wisata keluarga dengan hiburan ikan lumba dan satwa lainnya,recommended wisata keluarga hiburan ikan lumba satwa,"['recommended', 'wisata', 'keluarga', 'hiburan', 'ikan', 'lumba', 'satwa']",recommended wisata keluarga hibur ikan lumba satwa,positif
4,"Cocok untuk sekeluarga, terlebih untuk anak2 tk - sd",cocok untuk sekeluarga terlebih untuk anak2 tk  sd,cocok sekeluarga anak2 tk sd,"['cocok', 'sekeluarga', 'anak2', 'tk', 'sd']",cocok keluarga anak2 tk sd,positif
4,"Kami berkunjung sore hari sekitar pukul 15.00. Kebetulan waktu itu pertunjukan Lumba2nya akan dimulai dan itu ada di sisi barat. Setelah pertunjukan Lumba2 selesai geser sedikit ke timur, ada pertunjukan aneka satwa. Pertunjukan aneka …",kami berkunjung sore hari sekitar pukul 1500 kebetulan waktu itu pertunjukan lumba2nya akan dimulai dan itu ada di sisi barat setelah pertunjukan lumba2 selesai geser sedikit ke timur ada pertunjukan aneka satwa pertunjukan aneka ,berkunjung sore 1500 pertunjukan lumba2nya sisi barat pertunjukan lumba2 selesai geser timur pertunjukan aneka satwa pertunjukan aneka,"['berkunjung', 'sore', '1500', 'pertunjukan', 'lumba2nya', 'sisi', 'barat', 'pertunjukan', 'lumba2', 'selesai', 'geser', 'timur', 'pertunjukan', 'aneka', 'satwa', 'pertunjukan', 'aneka']",kunjung sore 1500 tunjuk lumba2nya sisi barat tunjuk lumba2 selesai geser timur tunjuk aneka satwa tunjuk aneka,positif
5,Pelayanan bagus bangett sama tempatnya fantastis,pelayanan bagus bangett sama tempatnya fantastis,pelayanan bagus bangett tempatnya fantastis,"['pelayanan', 'bagus', 'bangett', 'tempatnya', 'fantastis']",layan bagus bangett tempat fantastis,positif
5,Cocok untuk rekreasi bersama keluarga. Parkir luas.,cocok untuk rekreasi bersama keluarga parkir luas,cocok rekreasi keluarga parkir luas,"['cocok', 'rekreasi', 'keluarga', 'parkir', 'luas']",cocok rekreasi keluarga parkir luas,positif
5,Jaga keanekaragaman satwa & alam kita,jaga keanekaragaman satwa  alam kita,jaga keanekaragaman satwa alam,"['jaga', 'keanekaragaman', 'satwa', 'alam']",jaga keanekaragaman satwa alam,positif
5,Makin bagus...dr yg terakhir kesini,makin bagusdr yg terakhir kesini,bagusdr yg kesini,"['bagusdr', 'yg', 'kesini']",bagusdr yg kesini,positif
5,"Tempatnya luas dan sejuk, tiket masuknya 50k per orang setiap pembelian 2 yiket bisa dituker makanan dimsum, somay, porsinyapun banyak dan enak",tempatnya luas dan sejuk tiket masuknya 50k per orang setiap pembelian 2 yiket bisa dituker makanan dimsum somay porsinyapun banyak dan enak,tempatnya luas sejuk tiket masuknya 50k orang pembelian 2 yiket dituker makanan dimsum somay porsinyapun enak,"['tempatnya', 'luas', 'sejuk', 'tiket', 'masuknya', '50k', 'orang', 'pembelian', '2', 'yiket', 'dituker', 'makanan', 'dimsum', 'somay', 'porsinyapun', 'enak']",tempat luas sejuk tiket masuk 50k orang beli 2 yiket dituker makan dimsum somay porsi enak,positif
5,"Bagus sekali pelayanannya. Pesan tiket via online, krn dr info di ig-nya ada promo mendapatkan hot/ice tea, dan 2 kupon free feeding bird. Kebetulan e tiket tidak langsung masuk, hub via cs di wa, dicek sudah masuk dan bisa dipakai saat …",bagus sekali pelayanannya pesan tiket via online krn dr info di ignya ada promo mendapatkan hotice tea dan 2 kupon free feeding bird kebetulan e tiket tidak langsung masuk hub via cs di wa dicek sudah masuk dan bisa dipakai saat ,bagus pelayanannya pesan tiket via online krn dr info ignya promo hotice tea 2 kupon free feeding bird e tiket langsung masuk hub via cs wa dicek masuk dipakai,"['bagus', 'pelayanannya', 'pesan', 'tiket', 'via', 'online', 'krn', 'dr', 'info', 'ignya', 'promo', 'hotice', 'tea', '2', 'kupon', 'free', 'feeding', 'bird', 'e', 'tiket', 'langsung', 'masuk', 'hub', 'via', 'cs', 'wa', 'dicek', 'masuk', 'dipakai']",bagus layan pesan tiket via online krn dr info ignya promo hotice tea 2 kupon free feeding bird e tiket langsung masuk hub via cs wa cek masuk pakai,positif
