content,text_tokens_stemmed,Label,Label NB
"Orang tua yang sudah lansia kok dibentak bentak apakah petugasnya tidak punya orang tua, kalaupun mau menasehati bisa dengan cara halus semuanya tidak Ramah untuk gedung depan area pendaftaran",orang tua lansia bentak bentak tugas orang tua nasehat halus ramah gedung area daftar,negatif,positif
"Disini saya menyalahkan satpam
Nya , sangat tidak ramah, tidak sopan, cuma bisa bentak bentak ,untuk satpam Area pendaftaran rawat jalan tolong beri arahan biar lebih Rama lagi, kebetulan …",salah satpam ramah sopan bentak bentak satpam area daftar rawat jalan tolong arah biar rama,negatif,positif
No review text,no review text,positif,positif
No review text,no review text,negatif,positif
"Teruntuk pelayanan loket BPJS area gedung depan(pendaftaran), tolong lebih niat lagi kerjanya dan iklas lagi dalam bekerja, melayani pasien kok seperti itu ? Nyolot terus,kata""nya lebih dijaga lagi..padahal kan dari sini cuma menanyakan …",untuk layan loket bpjs area gedung depanpendaftaran tolong niat kerja iklas layan pasien nyolot teruskatanya jaga lagipadahal,negatif,negatif
Atas,,positif,positif
Tempat adem,adem,positif,positif
"Pelayanan kurang memuaskan,",layan muas,negatif,positif
RS KAJEN pelayanan sangat bagus dan memenuhi protokol covid19 yg ketat,rs kajen layan bagus penuh protokol covid19 yg ketat,positif,positif
No review text,no review text,positif,positif
"Asalamualaikum
Selamat malam, teruntuk ibu penjaga balita yg baru lahir di ruangan khusus(inkufator) agar lebih waspada dan teliti dalam pekerjaan menjaga bayi diruangan …",asalamualaikumselamat malam untuk jaga balita yg lahir ruang khususinkufator waspada teliti kerja jaga bayi ruang,positif,positif
Perbaiki sdm nya supaya melayani pasien dengan baik lagi jgn sampai menganggap sepele nyawa pasien,baik sdm nya layan pasien jgn anggap sepele nyawa pasien,negatif,positif
"Tolong pelayanannya di perbaiki, pasien sudah gawat darurat ttpi tidak dilakukan tindakan yg cepat. Apa nyawa pasien dianggap sepele? Selain itu tolong perbaiki SOP pemandian jenazahnya agar sesuai syariat islam. Saya benar2 kecewa dengan pelayanan rsud kajen.",tolong layan baik pasien gawat darurat ttpi tindak yg cepat nyawa pasien anggap sepele tolong baik sop mandi jenazah sesuai syariat islam benar2 kecewa layan rsud kajen,negatif,positif
Terima kasih ya atas pelayanan yg buruk sekali. Ibu saya masuk ruang isolasi rsud kajen dan mendapat tindakan yg kurang cepat sehingga akhirnya ibu saya meninggal. Sebelum ibu saya meninggal pun saya berpesan tolong ibu saya di suapi …,terima kasih ya layan yg buruk masuk ruang isolasi rsud kajen tindak yg cepat tinggal tinggal pesan tolong suap,negatif,positif
"Buruk dalam pelayanan, kami kasar saat masuk, bukannya ramah malah menganiaya pasien,",buruk layan kasar masuk ramah aniaya pasien,negatif,negatif
"Pelayanan buruk sekali, perawat isolasi tidak kompeten. Memberikan oksigen pakai tabung kosong tanpa d kroscek terlebih dahulu. Tidak dapat memenuhi kebutuhan dasar pasien, saya sangat tidak merekomendasikan anda masuk rsud Kajen. Pelayanan tidak ramah, dan menjengkelkan",layan buruk awat isolasi kompeten oksigen pakai tabung kosong d kroscek penuh butuh dasar pasien rekomendasi masuk rsud kajen layan ramah jengkel,negatif,positif
No review text,no review text,positif,positif
"RSUD KAJEN KOK DI KARANGANYAR.
Ini
menandakan rumah sakit ini ga jelas.
Gajelas segi pelayanan dan segi kualitas SDM",rsud kajen karanganyarinimenandakan rumah sakit ga jelasgajelas segi layan segi kualitas sdm,negatif,positif
"Buruk sihh ..dan sangat lelet.
Kecewa",buruk sihh leletkecewa,negatif,negatif
Pelayananya cukup bagus,pelayananya bagus,positif,positif
Dilayani sesuai prosedur pelayanan,layan sesuai prosedur layan,positif,positif
"Pelayanan yang sangat Buruk dan tidak rekomen.
Minimnya informasi yang bisa di berikan petugas medis.
Fasilitas yang tidak terawat dengan baik. …",layan buruk rekomenminimnya informasi tugas medisfasilitas awat,negatif,positif
"Dimana gelar dokter sp kandungan kalian,3hr istri sy di rawat blm sekalipun di kontrol.jangan mentang2 kami pakai kis jd di abaikan,ingat kis itu amanah buat kalian.",mana gelar dokter sp kandung kalian3hr istri sy rawat blm kontroljangan mentang2 pakai kis jd abaikaningat kis amanah,negatif,negatif
No review text,no review text,negatif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
RS bintang lima rasa bintang dua,rs bintang bintang,negatif,positif
No review text,no review text,negatif,positif
No review text,no review text,positif,positif
"Hanya karna bpjs gratis sampai sampai gak dilayani dengan alasan tidak ada kamar kosong,dimana ra manusiawi kalian...",karna bpjs gratis gak layan alas kamar kosongdimana ra manusiawi,negatif,negatif
"Tidak ramah sekali pegawai pendaftaran disini,gak bisa bersifat wajar apalagi ramah.
Mengecewakan",ramah pegawai daftar sigak sifat wajar ramahmengecewakan,negatif,positif
Senang krna,senang krna,positif,positif
pelayan loket tidak ramah.. bicara seperti bentak bentak. padahal saya periksa berbayar mohon kepada direksi supaya lebih memperbaiki pelayanan,layan loket ramah bicara bentak bentak periksa bayar mohon direksi baik layan,negatif,positif
No review text,no review text,positif,positif
Bisa untuk peserta mandiri inhealt,serta mandiri inhealt,positif,positif
Rapid test ppdp pilbup pkl 2020...,rapid test ppdp pilbup pkl 2020,positif,positif
PELAYANAN BURUK! DITANYAIN ANGKA ANGKA DI MONITOR APA PADA DIEM DOANG! DITANYA KNP JAWABANNYA GAPAPA MULU PADAHAL KONDISI ADE SAYA SEMAKIN KRITIS KATANYA GAPAPA TEEUS! DOKTER SOMBONG KELIATAN DI MUKANYA,layan buruk ditanyain angka angka monitor diem doang knp jawab gapapa mulu kondisi ade kritis gapapa teeus dokter sombong liat muka,negatif,negatif
"SANGAT MENGECEWAKAN
DAFTAR USG KANDUNGAN 3 DIMENSI KOK TERNYATA 2 DIMENSI, ALASANNYA GA BISA DICETAK, KALAU SEPERTI ITU HARUSNYA DARI AWAL BILANG BISANYA 2 DIMENSI, HARGA 3 DIMENSI DAPETNYA 2 DIMENSI",mengecewakandaftar usg kandung 3 dimensi 2 dimensi alas ga cetak bilang bisa 2 dimensi harga 3 dimensi dapetnya 2 dimensi,negatif,negatif
"Lambattt parah

Bagian farmasi pasien banyak, pegawai 1 orang",lambattt parahbagian farmasi pasien pegawai 1 orang,negatif,positif
Jika,,positif,positif
No review text,no review text,positif,positif
No review text,no review text,negatif,positif
No review text,no review text,negatif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Pelayanan ruang bayi agar lebih ramah lagi jangan kasar. Saya tidak puas dengan pelayanan ruang bayi,layan ruang bayi ramah kasar puas layan ruang bayi,positif,positif
Sangat minim,minim,positif,positif
"Saya gak suka sama petugas rsud yang sering menolak pasein, padahal saya gak pake bpjs, saya umum,, dan baru 1 minggu kakek saya gak ada gara2 lambat penangan, dan awal di tolak!!!!",gak suka tugas rsud tolak pasein gak pake bpjs 1 minggu kakek gak gara2 lambat nang tolak,negatif,negatif
"Sangat jelek...itu yg omonganya pada judez dan kasar tolong dipantau kalo perlu mutasi jadi kuli panggul ,nggak cocok kerja di RS !!!",jelekitu yg omonganya judez kasar tolong pantau kalo mutasi kuli panggul nggak cocok kerja rs,negatif,negatif
"Saran saya kalo mau kr rs ini pikir2 dulu,

Pelayanan jelek,perawatnya banyak judesnya …",saran kalo kr rs pikir2 dulupelayanan jelekperawatnya judes,negatif,negatif
"Hening , sepi, damai",hening sepi damai,positif,positif
Tlg pelayanan nya di perbaiki!!!,tlg layan nya baik,negatif,positif
"Pertama Priksa ke Poli mata Alhamdulillah dokternya ramah2..
Kedua ke poli kandungan Alhamdulillah ditangani sama dokter Arif Ramah sekali..
Ketiga Ke R.radiologi yg nangani Judes bgt masya Allah pingin konsultasi aja …",priksa pol mata alhamdulillah dokter ramah2kedua pol kandung alhamdulillah tangan dokter arif ramah sekaliketiga rradiologi yg nangani judes bgt masya allah pingin konsultasi aja,negatif,positif
Rumah sakit umum daerah,rumah sakit daerah,positif,positif
"Setahun yang lalu saya sempat dirawat di RSUD Kajen, alhamdulillah saya mendapatkan pelayanan yang baik. Perawat yang ramah, dokter yang care, makanan yang diberikan juga baik. …",tahun rawat rsud kajen alhamdulillah layan awat ramah dokter care makan,positif,positif
"Taman yg didepan warung sekarang nyaman buat nunggu, apalagi kalo malam santai sambil ngopi.",taman yg depan warung nyaman nunggu kalo malam santai ngopi,positif,positif
"Baru pulang dari sana. Ruang seroja agak pengap, tapi pelayanannya baik sekali. Kontrol rutin jatah makan juga rutin. Silahkan dibandingkan dengan rs dijakarta, untuk pelayanan saya lebih pilih disini. Mantap!",pulang ruang seroja pengap layan kontrol rutin jatah makan rutin silah banding rs dijakarta layan pilih mantap,positif,positif
Kecewa,kecewa,negatif,positif
"Pelayanan IGD dll nya sangat BURUK! Bulan kemarin adik saya sakit perut pnas sampai kejang, mlah di suruh pulang dan bilangnya gak ppa,cuma di suntik sama obat, hbis itu mlm mlah muntah2 terus, trus di bawa ke RSI muhammadiyah, di sana …",layan igd dll nya buruk kemarin adik sakit perut pnas kejang mlah suruh pulang bilang gak ppacuma suntik obat hbis mlm mlah muntah2 trus bawa rsi muhammadiyah,negatif,negatif
"Pelayanan buruk, tidak ramah, tidak recommended
Perbaiki pelayanan",layan buruk ramah recommendedperbaiki layan,negatif,positif
pelayanan jelek buruk sangat tidak memuaskan !!!,layan jelek buruk muas,negatif,positif
"Menolak pasien karena bukan kondisi ""gawat darurat"" sampai akhirnya meninggal.. Bermain-main dengan nyawa orang lain ya..",tolak pasien kondisi gawat darurat tinggal bermainmain nyawa orang ya,negatif,negatif
"Pelayanan terhadap pasien BPJS sangat buruk, sampai ada yang meninggal gara2 di telantarkan. RSUD Kajen 🖕🖕🖕 …",layan pasien bpjs buruk tinggal gara2 telantar rsud kajen,negatif,positif
No review text,no review text,negatif,positif
"Pelayanan nya buruk,, tlg di tingkatkan lagi jangan pilahpilih",layan nya buruk tlg tingkat pilahpilih,negatif,positif
No review text,no review text,positif,positif
No review text,no review text,negatif,positif
"pelayanan buruk, lamban, ga ramah banget, pasien dibiarin nunggu lama",layan buruk lamban ga ramah banget pasien dibiarin nunggu,negatif,negatif
Pelayanan nya bagus,layan nya bagus,positif,positif
kurang puas.pelayanan kurang ramah,puaspelayanan ramah,negatif,positif
No review text,no review text,negatif,positif
Mantap..,mantap,positif,positif
Pelayanan jelek. Padahal pake umum tp teh manis aja harus minta sama bekas bungkus aqua gelasan.,layan jelek pake tp teh manis aja bekas bungkus aqua gelas,negatif,negatif
No review text,no review text,positif,positif
"Satpamnya sangat kurang ramah,
Harusnya bsa melayani pasien yg baru datang, saya tanya malah judes bnget hrs ditindak tegas.",satpam ramahharusnya bsa layan pasien yg judes bnget hrs tindak,negatif,negatif
"Pelayanan lambat, bahkan saya heran kenapa diberi 3 sampe 4 bintang, kurang adanya keramahan, dan pengarahan untuk pasien, pelayanan BPJS seakan2 kurang diperhatikan, semoga membantu",layan lambat heran 3 sampe 4 bintang ramah arah pasien layan bpjs seakan2 perhati moga bantu,negatif,positif
No review text,no review text,positif,positif
Pelayanan kurang memuaskan.. Kasir poli umum jutek.. Dan tanpa ngarahin polinya dimana padahal pasien baru... DAN pelayanan di poli umumnya juga jelek.. Nunggu lama padahal pasien cuma 5.tpi belum di panggil2... Parah,layan muas kasir pol jutek ngarahin pol mana pasien layan pol jelek nunggu pasien 5tpi panggil2 parah,negatif,negatif
No review text,no review text,positif,positif
"Tempat luas, dekat, namun pelayanannya kurang",luas layan,positif,positif
Tempat luas namun pelayanan masih kurang bagus,luas layan bagus,positif,positif
RSUD KAJEN yg mudh di jangkau...terutama bagi warga yg tinggal di kab oekalongan bagian selatan...bahkan dr pemalang bagian selatan juga sampai ke RSUD KAJEN,rsud kajen yg mudh jangkauterutama warga yg tinggal kab oekalongan selatanbahkan dr malang selatan rsud kajen,positif,positif
No review text,no review text,positif,positif
"Bagus..bagus sekali..

Tokonya dekat.. Yang penting nunggu Karo makan.. Ben Ra nonton.. Hehehe",bagusbagus sekalitokonya nunggu karo makan ben ra nonton hehehe,positif,positif
sering penuh untuk pengguna bpjs tp kayaknya selalu ada tmpat untuk yg umum..,penuh guna bpjs tp kayak tmpat yg,positif,positif
No review text,no review text,positif,positif
Zag zeg pelayanannya 😊 …,zag zeg layan,positif,positif
"Rumah sakit di lembah pegunungan, asri, dikelilingi sawah, eco green hospital",rumah sakit lembah gunung asri keliling sawah eco green hospital,positif,positif
No review text,no review text,positif,positif
RUMAH SAKIT DAERAH KAB PEKALONGAN,rumah sakit daerah kab kalong,positif,positif
"Bintang 1 untuk ruang ponek, anak yg baru lahir tdk dberikan kedekapan ibunya. Pdhl di poster yg tertera di tembok ruangan trsebut harus diberikan ke dekapan ibunya stlah anak lahir. …",bintang 1 ruang ponek anak yg lahir tdk dberikan dekap ibu pdhl poster yg tera tembok ruang trsebut dekap ibu stlah anak lahir,negatif,positif
Rumah sakit kajen di Karanganyar 😂 …,rumah sakit kajen karanganyar,positif,positif
"Tempat bagus, pelayanannya di ruang matahari bagus, pelayanan di ponek jelek. Kalau untuk pembayaran dengan BPJS mandiri kok di samain BPJS yang gratis 😱. Dulu anak pertama saya lahir di RS swasta lampung gratis pakai BPJS mandiri, sekrng anak ke dua kok bayar ini itu padahal ini kn punya pemerintah 😭 …",bagus layan ruang matahari bagus layan ponek jelek bayar bpjs mandiri samain bpjs gratis anak lahir rs swasta lampung gratis pakai bpjs mandiri sekrng anak bayar kn perintah,negatif,positif
Sudah cukup baik dalam pelayanan. Terus tingkatkan,layan tingkat,positif,positif
No review text,no review text,positif,positif
No review text,no review text,positif,positif
Nyaman.. Perawat ramah... Untuk shif malam mohon disediakan kopi buat perawatnya... Kasian. Sering ktiduran.. 😊 …,nyaman awat ramah shif malam mohon sedia kopi awat kasi ktiduran,positif,positif
No review text,no review text,positif,positif
"Semoga dengan peningkatan insfratuktur yang bagus dan bersih, diikuti juga dengan pelayanan terhadap pasien yang lebih baik dan pelayanan administrasinya",moga tingkat insfratuktur bagus bersih ikut layan pasien layan administrasi,negatif,positif
No review text,no review text,positif,positif
"tempat bersih ,ada tempat bermain anak juga .",bersih main anak,positif,positif
Lumayan pelayanan kesehatannya,lumayan layan sehat,positif,positif
Ya bagus bersih pengamanan ketat,ya bagus bersih aman ketat,positif,positif
Kualitas pelayanannya msh perlu ditingkatkan lg,kualitas layan msh tingkat lg,negatif,positif
No review text,no review text,positif,positif
"RSUD Kajen dengan pelayanan yang bermutu dan berorientasi pada keselamatan pasien.
Sarpras utk pelayanan kesehatan semakin lengkap dan pelayanan semakin prima.😊 …",rsud kajen layan mutu orientasi selamat pasiensarpras utk layan sehat lengkap layan prima,positif,positif
"Pelayanan bagus, tempatnya bersih, perawat cukup ramah juga responsif.",layan bagus tempat bersih awat ramah responsif,positif,positif
Sudah bagus hanya saja nyamuknya banyak,bagus nyamuk,positif,positif
No review text,no review text,negatif,positif
"Pelayanan sangat baik, petugas kesehatan dan para staf rumah sakit sangat ramah, manajemen limbah terlihat baik, sayang tempat parkir pengunjung kurang luas.",layan tugas sehat staf rumah sakit ramah manajemen limbah sayang parkir unjung luas,positif,positif
No review text,no review text,positif,positif
Terlihat lebih baik,,positif,positif
Pelayanannya memuaskan,layan muas,positif,positif
Terima Kasih Telah Merawat Anak Kami Dengan Baik Selama 3 Hari,terima kasih rawat anak 3,positif,positif
Hanya ke atm,atm,positif,positif
Semakin bagus dan bersih,bagus bersih,positif,positif
Pelayanannya sudah bagus & tempat parkir sudah cukup baik.,layan bagus parkir,positif,positif
"Rumah sakitnya mantap, ramah..",rumah sakit mantap ramah,positif,positif
"tempat nya cukup nyaman, bersih dengan pelayanan yg ramah dan  perhatian yg cukup terhadap pasien juga dengan tata menejemen yg bagus saya rasa sudah cukup layak tuk semua bintang nya,,",nya nyaman bersih layan yg ramah perhati yg pasien tata menejemen yg bagus layak tuk bintang nya,positif,positif
